headline_title,date,content
60 Degrees Pharmaceuticals Expands Tafenoquine Clinical Trial for Babesiosis to Brigham and Women's Hospital,20241211T135600,"60 Degrees Pharmaceuticals expands tafenoquine trial for babesiosis to Brigham and Women's, targeting severe cases with unmet medical needs."
Lyte Fiber Chooses GOCare and Dialpad to Transform Customer Experience,20241211T135500,"Digital experience management integrated with billing, network, and contact center platforms enables the most effective and efficient solution for customer support and communication"
New Developer Portal and AI-Driven Tools in Genesis Application Platform Improve Developer Productivity in Financial Markets,20241211T135420,"LONDON and NEW YORK, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Genesis Global introduced a new developer portal and new AI-driven tools to help financial sector developers deliver financial markets-grade applications ten times faster."
Why Is Fertility Services Provider NewGenIvf Stock Rocketing On Wednesday? - NewGenIvf Group  ( NASDAQ:NIVF ) ,20241211T135159,"NewGenIvf enters a binding term sheet for a $452M reverse merger with European Wellness Investment Holdings. Post-transaction, EWIHL shareholders to own ~61.6% of NewGen; deal awaits due diligence and approvals. NewGenIvf Group NIVF shares are surging premarket on Wednesday."
"STMicroelectronics and Qualcomm Launch New IoT Module to Simplify Wireless Connectivity - Qualcomm  ( NASDAQ:QCOM ) , STMicroelectronics  ( NYSE:STM ) ",20241211T135147,STMicroelectronics introduced the first product of its collaboration with Qualcomm The product aims to simplify the development of advanced wireless solutions for industrial and consumer IoT applications. Get Monthly Picks of Market's Fastest Movers
"In-vitro Colorectal Cancer Screening Tests Market to Reach Over US$ 2.5 Bn by 2034, Driven by a 7.1% CAGR | Transparency Market Research, Inc.",20241211T135057,"Wilmington, Delaware, Transparency Market Research Inc. - , Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- The global in-vitro colorectal cancer screening tests market ( marché des tests de dépistage du cancer colorectal in vitro ) was valued at US$ 1.2 billion in 2023 and is projected to expand at a CAGR ..."
Macy's Gears Up For Q3 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts - Macy's  ( NYSE:M ) ,20241211T135029,"Macy's, Inc. M will release its third-quarter financial results, before the opening bell, on Wednesday, Dec. 11. Analysts expect the New York-based retailer to report quarterly earnings at 3 cents per share, down from 21 cents per share in the year-ago period."
"Winterberry Group Research Examines Direct Mail Ad Spend, Demand Drivers Given Heightened Brand Interest in 'Omnichannel' Marketing Integration",20241211T134900,"NEW YORK, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- A new white paper released today by Winterberry Group, a strategic growth consultancy, shows that U.S. brands will grow their spending on direct mail advertising by an estimated 2.6 percent in 2024, reaching $37.3 billion - reversing last year's ..."
Surge Arrester Market to Grow at 4.7% CAGR by 2031 | SkyQuest Technology,20241211T134717,"Westford, USA, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- SkyQuest projects that surge arrester market size will attain the value of USD 2.87 Billion by 2031, with a CAGR of 4.7% during the forecast period ( 2024-2031 ) ."
"Inflation Rises As Expected In November, Sustains Hopes For December Interest Rate Cut - Invesco DB USD Index Bullish Fund ETF  ( ARCA:UUP ) ",20241211T134710,"Inflationary pressures intensified as expected in November, but the trend is beginning to show signs of stickiness, posing fresh challenges to the Federal Reserve's 2% target after months of disinflation."
"Macy's, Dave & Buster's, Bausch + Lomb And Other Big Stocks Moving Lower In Wednesday's Pre-Market Session - Bausch & Lomb  ( NYSE:BLCO ) , Hershey  ( NYSE:HSY ) ",20241211T134635,"U.S. stock futures were mixed this morning, with the Nasdaq futures gaining around 50 points on Wednesday. Shares of Macy's, Inc. M fell sharply in today's pre-market trading after the company reported third-quarter financial results and lowered FY24 EPS outlook."
'Trump Has A Dollar Problem:' President-Elect Favors 'Weaker' Currency But Potential Tariffs Might End Up 'Strengthening The Greenback' Instead,20241211T134544,"President-elect Donald Trump is encountering a significant challenge with the U.S. dollar. Despite his inclination towards a ""weaker"" currency to enhance U.S. exports and reduce the trade deficit, his proposed policies might inadvertently lead to a stronger dollar."
NeoVolta and Expion360 Announce LOI to Advance Battery Manufacturing and Product Design,20241211T134500,"SAN DIEGO, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- NeoVolta Inc. ( Nasdaq: NEOV ) ( ""NeoVolta"" ) , a leading innovator in energy storage solutions, is excited to announce the execution of a non-binding letter of intent ( ""LOI"" ) with Expion360 Inc. ( Nasdaq: XPON ) ( ""Expion360"" ) , a renowned ..."
"Down 23% With a 6.7% Yield, Is This High Dividend Stock Too Cheap to Ignore, and Worth Buying in December?",20241211T134500,"It has been a rough year for the commodity chemical giant Dow ( NYSE: DOW ) . The stock is down about 23% year to date at the time of this writing -- and 13% in just the past month. In November, Dow was kicked out of the Dow Jones Industrial Average and replaced by Sherwin-Williams."
Billionaire Investor Ray Dalio Prefers 'Hard Money Like Gold And Bitcoin' For These 5 Reasons,20241211T134232,"Ray Dalio, founder of Bridgewater Associates, opined that he prefers to stay away from debt assets amid high debt concerns, preferring to allocate to gold and Bitcoin BTC/USD. What Happened: The billionaire investor expressed concerns about rising global debt levels, particularly in major ..."
How To Earn $500 A Month From Nordson Stock Ahead Of Q4 Earnings - Nordson  ( NASDAQ:NDSN ) ,20241211T134144,"Nordson Corporation NDSN will release earnings for its fourth quarter, after the closing bell on Wednesday, Dec. 11. Analysts expect the Westlake, Ohio-based company to report quarterly earnings at $2.59 per share - up from $2.46 per share in the year-ago period."
Daktronics Comments on Presentation and Public Statements from Alta Fox,20241211T134000,Highlights Alta Fox's Self-Serving Campaign to Pressure the Daktronics Board into Taking Actions that Would Favor Alta Fox as a Creditor Highlights Alta Fox's Self-Serving Campaign to Pressure the Daktronics Board into Taking Actions that Would Favor Alta Fox as a Creditor ...
AITX's RAD-I and RAD-R Announce Major Tech Launches in Q4 FY 2025,20241211T134000,Company Shares a Peek Under Its RAD Christmas Tree ...
"The Rizzler Teams up with Toy and Entertainment Brand MGA Entertainment for ""MGA Presents: Diss-mas,"" an Anthem About What Kids Really Want for the Holidays",20241211T133843,"LOS ANGELES, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- MGA Entertainment ( MGA ) , one of the largest privately held toy and entertainment companies in the world, is shaking up traditional holiday shopping with ""MGA Presents: Diss-mas, "" a bold holiday diss track, featuring TikTok-viral sensation The ..."
"This D.R. Horton Analyst Is No Longer Bullish; Here Are Top 5 Downgrades For Wednesday - D.R. Horton  ( NYSE:DHI ) , C3.ai  ( NYSE:AI ) ",20241211T133524,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Truist Securities analyst Jake Bartlett downgraded Dave & Buster's Entertainment, Inc."
Four Leaf Acquisition Corporation Announces Receipt of Notice from Nasdaq Regarding Late Filing of Quarterly Report on Form 10-Q,20241211T133500,"LOS ALTOS, Calif., Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Four Leaf Acquisition Corporation ( NASDAQ: FORL ) , today announced that on November 21, 2024, it received a notice from The Nasdaq Stock Market LLC ( ""Nasdaq"" ) stating that because the Company has not yet filed its quarterly report on ..."
"Macy's Lowers Annual Profit Forecast Amid Accounting Misstep, Stock Tumbles - Macy's  ( NYSE:M ) ",20241211T133224,"On Wednesday, Macy's Inc M reported third-quarter sales of $4.74 billion, beating the consensus of $4.72 billion. Macy's net sales decreased 2.4%, with comparable sales down 2.4% on an owned basis and down 1.3% on an owned-plus-licensed-plus-marketplace basis."
P/E Ratio Insights for Trimble - Trimble  ( NASDAQ:TRMB ) ,20241211T133044,"In the current market session, Trimble Inc. TRMB stock price is at $74.00, after a 0.16% drop. However, over the past month, the company's stock spiked by 2.08%, and in the past year, by 43.14%."
Aprea Therapeutics Announces Twice Daily  ( BID )  Dosing of Patients in ABOYA-119 Clinical Trial of ATRN-119 to Potentially Optimize Clinical Outcomes and Strengthen Clinical Path Forward,20241211T133000,"Twice daily ( BID ) dosing regimen expected to maximize clinical benefit for patients by optimizing the activity of Aprea's experimental drug, ATRN-119, over a 24-hour daily cycle ..."
What's Going On With Alibaba Stock?,20241211T142652,"Alibaba ( NYSE: BABA ) stock is jumping due to increasing fiscal stimulus in China.*Stock prices used were the afternoon prices of Dec. 8, 2024. The video was published on Dec. 10, 2024.Continue reading ..."
Founder Group Enters the US$180 Billion AI Market With AI-Powered Drone Technology for Solar Farm Inspections - Founder Group  ( NASDAQ:FGL ) ,20241211T142300,"KUALA LUMPUR, Malaysia, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Founder Group Limited FGL ( ""Founder Group"" or the ""Company"" ) , a leading engineering, procurement, construction, and commissioning ( EPCC ) solutions provider for solar photovoltaic systems in Malaysia, is proud to announce its ..."
Founder Group Enters the US$180 Billion AI Market With AI-Powered Drone Technology for Solar Farm Inspections,20241211T142300,"KUALA LUMPUR, Malaysia, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Founder Group Limited ( NASDAQ: FGL ) ( ""Founder Group"" or the ""Company"" ) , a leading engineering, procurement, construction, and commissioning ( EPCC ) solutions provider for solar photovoltaic systems in Malaysia, is proud to ..."
The Smartest Growth Stock to Buy With $200 Right Now,20241211T142300,Want a safe growth-stock bet in a volatile market? This tech titan checks all the right boxes.
Candel Therapeutics Stock Surges Over 100% - Here's Why - Candel Therapeutics  ( NASDAQ:CADL ) ,20241211T141944,"On Wednesday, Candel Therapeutics, Inc. CADL announced results from a phase 3 trial of CAN-2409 viral immunotherapy in intermediate-to-high-risk, localized prostate cancer patients."
Capital Power Announces Upsizing of Previously Announced Bought Offering of Common Shares,20241211T141841,"BASE SHELF PROSPECTUS IS ACCESSIBLE, AND PROSPECTUS SUPPLEMENT WILL BE ACCESSIBLE WITHIN TWO BUSINESS DAYS, ON SEDAR+ NOT FOR DISTRIBUTION TO THE U.S. NEWS WIRE SERVICES OR DISSEMINATION IN THE UNITED STATES"
Capital Power Announces Upsizing of Previously Announced Bought Offering of Common Shares,20241211T141800,"BASE SHELF PROSPECTUS IS ACCESSIBLE, AND PROSPECTUS SUPPLEMENT WILL BE ACCESSIBLE WITHIN TWO BUSINESS DAYS, ON SEDAR+ ..."
PTX Metals Announces Closing of the First Tranche of the Over-Subscribed Private Placement,20241211T141700,"NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR RELEASE PUBLICATION, DISTRIBUTION OR DISSEMINATION DIRECTLY, OR INDIRECTLY, IN WHOLE OR IN PART, IN OR INTO THE UNITED STATES."
Looking Into Applied Industrial Techs's Recent Short Interest - Applied Industrial Techs  ( NYSE:AIT ) ,20241211T141524,"Applied Industrial Techs's AIT short percent of float has fallen 15.45% since its last report. The company recently reported that it has 556 thousand shares sold short, which is 2.08% of all regular shares that are available for trading."
How Is The Market Feeling About Capital One Finl? - Capital One Finl  ( NYSE:COF ) ,20241211T141519,"Capital One Finl's COF short percent of float has risen 3.36% since its last report. The company recently reported that it has 16.26 million shares sold short, which is 4.31% of all regular shares that are available for trading."
Here's How Much $1000 Invested In Netflix 20 Years Ago Would Be Worth Today - Netflix  ( NASDAQ:NFLX ) ,20241211T141510,"Netflix NFLX has outperformed the market over the past 20 years by 28.06% on an annualized basis producing an average annual return of 36.49%. Currently, Netflix has a market capitalization of $395.41 billion."
The decision of the management company of INVL Baltic Real Estate on the purchase of own shares,20241211T141500,"The Management company INVL Asset Management, UAB of INVL Baltic Real Estate ( hereinafter - the Company ) , taking into account that the Company has formed and not realised the reserve for the purchase of own shares which is equal to EUR 2.4 million and considering the resolution of the General ..."
AGS Announces Expiration of Hart-Scott-Rodino Act Waiting Period for Acquisition by Affiliates of Brightstar Capital Partners,20241211T141500,"LAS VEGAS and NEW YORK, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- PlayAGS, Incorporated ( NYSE: AGS ) ( ""AGS"" or the ""Company"" ) , a global gaming supplier of high-performing slot, table, and interactive products, today announced the expiration of the waiting period under the Hart-Scott-Rodino ..."
"Osisko Metals Announces Closing of C$107.4 Million ""Bought Deal"" Private Placement",20241211T141400,NOT FOR DISTRIBUTION TO U.S. NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES ...
Kazakh Language Gets its National LLM with a Groundbreaking Partnership of Kazakh Research Institutions and VEON's QazCode - VEON  ( NASDAQ:VEON ) ,20241211T141327,"Dubai, Amsterdam and Astana, 11 December 2024: VEON Ltd. VEON, a global digital operator, is pleased to note the launch of an open-source Kazakh-language large language model ( Kaz-LLM ) , developed by a consortium coordinated by the Ministry of Digital, Innovations, and Aerospace Industry of the ..."
Kazakh Language Gets its National LLM with a Groundbreaking Partnership of Kazakh Research Institutions and VEON's QazCode,20241211T141300,"Dubai, Amsterdam and Astana, 11 December 2024: VEON Ltd. ( Nasdaq: VEON ) , a global digital operator, is pleased to note the launch of an open-source Kazakh-language large language model ( Kaz-LLM ) , developed by a consortium coordinated by the Ministry of Digital, Innovations, and Aerospace ..."
Cloudera Powers Autonomous Enterprise Agents for AI Practitioners with CrewAI,20241211T140607,"SANTA CLARA, Calif., Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Cloudera, the only true hybrid platform for data, analytics, and AI, today announced that CrewAI has joined the Cloudera Enterprise AI Ecosystem to revolutionize multi-agentic driven workflows."
'Just Hold and Earn': Notcoin Studio Reveals Telegram Launchpool Rewards Platform,20241211T140102,Earn aims to incentivize holders of TON tokens tied to Telegram games and apps (like Notcoin) with rewards. Here's how it works.
WTW Announces Regular Quarterly Dividend - Willis Towers Watson  ( NASDAQ:WTW ) ,20241211T140000,"LONDON, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- WTW WTW, a leading global advisory, broking and solutions company, announced that its Board of Directors approved a regular quarterly cash dividend of $0.88 per common share for the quarter ended September 30, 2024."
Snail Games Showcases Development Progress on AAA Space Survival Title For The Stars - Snail  ( NASDAQ:SNAL ) ,20241211T140000,"First Dev Diary Introduces Innovative Mechanics and Visionary Features CULVER CITY, Calif., Dec. 11, 2024 /PRNewswire/ -- Snail, Inc."
"Mullen Subsidiary, Bollinger Motors, Announces Adding Bergey's Truck Centers to Its Sales and Service Network - Mullen Automotive  ( NASDAQ:MULN ) ",20241211T140000,"Addition of respected commercial group, with dealerships in Delaware, Maryland, New Jersey and Pennsylvania, increases Bollinger Motors' national dealer network to over 50 locations BREA, Calif., Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- via IBN - Mullen Automotive Inc."
"Grand Marnier® and Future Partner to Bring to Life, 'Remix Your Legacy, Make It Grand'",20241211T140000,"The two icons unite to bring remixed experiences to culture and celebrate those who evolve traditions by rewriting the rules of what's possible, because legacies are perpetually in the making"
FanDuel Bolsters Government Relations Team with Experienced Government Staffers - Flutter Entertainment  ( NYSE:FLUT ) ,20241211T140000,"FanDuel expands government affairs team with new hires who bring decades of experience and strong relationships to the organization NEW YORK, Dec. 11, 2024 /PRNewswire/ -- Today, FanDuel Group, the premier online gaming company in North America, announced that James Hartmann and Louis Trombetta ..."
A VISUAL CELEBRATION OF TWO AND A HALF CENTURIES OF TRADITION IN SHOEMAKING,20241211T140000,"Birkenstock unveils a one-of-a-kind content series: a visual approach to its legacy of quality, craftsmanship and innovation that emphasizes its enduring cultural impact and inspires to write the future."
Study Reveals: Everyday influencers driving the decisions of Canadian consumers!,20241211T140000,"MONTREAL, Dec. 11, 2024 /CNW/ - A recent study conducted by Léger on behalf of Heylist reveals that while 92% of Canadians do not consider themselves influencers, 74% of them report purchasing at least one product based on recommendations from friends, family, or acquaintances on social media."
More High-grade Gold Results from Globex's Ironwood Project,20241211T140000,"ROUYN-NORANDA, Quebec, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- GLOBEX MINING ENTERPRISES INC. ( GMX - Toronto Stock Exchange, G1MN - Frankfurt, Stuttgart, Berlin, Munich, Tradegate, Lang & Schwarz, LS Exchange, TTMzero, Düsseldorf and Quotrix Düsseldorf Stock Exchanges and GLBXF - OTCQX ..."
60 Degrees Pharmaceuticals Expands Tafenoquine Clinical Trial for Babesiosis to Brigham and Women's Hospital,20241211T135600,"60 Degrees Pharmaceuticals expands tafenoquine trial for babesiosis to Brigham and Women's, targeting severe cases with unmet medical needs."
Lyte Fiber Chooses GOCare and Dialpad to Transform Customer Experience,20241211T135500,"Digital experience management integrated with billing, network, and contact center platforms enables the most effective and efficient solution for customer support and communication"
New Developer Portal and AI-Driven Tools in Genesis Application Platform Improve Developer Productivity in Financial Markets,20241211T135420,"LONDON and NEW YORK, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Genesis Global introduced a new developer portal and new AI-driven tools to help financial sector developers deliver financial markets-grade applications ten times faster."
Why Is Fertility Services Provider NewGenIvf Stock Rocketing On Wednesday? - NewGenIvf Group  ( NASDAQ:NIVF ) ,20241211T135159,"NewGenIvf enters a binding term sheet for a $452M reverse merger with European Wellness Investment Holdings. Post-transaction, EWIHL shareholders to own ~61.6% of NewGen; deal awaits due diligence and approvals. NewGenIvf Group NIVF shares are surging premarket on Wednesday."
"STMicroelectronics and Qualcomm Launch New IoT Module to Simplify Wireless Connectivity - Qualcomm  ( NASDAQ:QCOM ) , STMicroelectronics  ( NYSE:STM ) ",20241211T135147,STMicroelectronics introduced the first product of its collaboration with Qualcomm The product aims to simplify the development of advanced wireless solutions for industrial and consumer IoT applications. Get Monthly Picks of Market's Fastest Movers
"In-vitro Colorectal Cancer Screening Tests Market to Reach Over US$ 2.5 Bn by 2034, Driven by a 7.1% CAGR | Transparency Market Research, Inc.",20241211T135057,"Wilmington, Delaware, Transparency Market Research Inc. - , Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- The global in-vitro colorectal cancer screening tests market ( marché des tests de dépistage du cancer colorectal in vitro ) was valued at US$ 1.2 billion in 2023 and is projected to expand at a CAGR ..."
Macy's Gears Up For Q3 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts - Macy's  ( NYSE:M ) ,20241211T135029,"Macy's, Inc. M will release its third-quarter financial results, before the opening bell, on Wednesday, Dec. 11. Analysts expect the New York-based retailer to report quarterly earnings at 3 cents per share, down from 21 cents per share in the year-ago period."
"Winterberry Group Research Examines Direct Mail Ad Spend, Demand Drivers Given Heightened Brand Interest in 'Omnichannel' Marketing Integration",20241211T134900,"NEW YORK, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- A new white paper released today by Winterberry Group, a strategic growth consultancy, shows that U.S. brands will grow their spending on direct mail advertising by an estimated 2.6 percent in 2024, reaching $37.3 billion - reversing last year's ..."
Surge Arrester Market to Grow at 4.7% CAGR by 2031 | SkyQuest Technology,20241211T134717,"Westford, USA, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- SkyQuest projects that surge arrester market size will attain the value of USD 2.87 Billion by 2031, with a CAGR of 4.7% during the forecast period ( 2024-2031 ) ."
"Inflation Rises As Expected In November, Sustains Hopes For December Interest Rate Cut - Invesco DB USD Index Bullish Fund ETF  ( ARCA:UUP ) ",20241211T134710,"Inflationary pressures intensified as expected in November, but the trend is beginning to show signs of stickiness, posing fresh challenges to the Federal Reserve's 2% target after months of disinflation."
"Macy's, Dave & Buster's, Bausch + Lomb And Other Big Stocks Moving Lower In Wednesday's Pre-Market Session - Bausch & Lomb  ( NYSE:BLCO ) , Hershey  ( NYSE:HSY ) ",20241211T134635,"U.S. stock futures were mixed this morning, with the Nasdaq futures gaining around 50 points on Wednesday. Shares of Macy's, Inc. M fell sharply in today's pre-market trading after the company reported third-quarter financial results and lowered FY24 EPS outlook."
'Trump Has A Dollar Problem:' President-Elect Favors 'Weaker' Currency But Potential Tariffs Might End Up 'Strengthening The Greenback' Instead,20241211T134544,"President-elect Donald Trump is encountering a significant challenge with the U.S. dollar. Despite his inclination towards a ""weaker"" currency to enhance U.S. exports and reduce the trade deficit, his proposed policies might inadvertently lead to a stronger dollar."
NeoVolta and Expion360 Announce LOI to Advance Battery Manufacturing and Product Design,20241211T134500,"SAN DIEGO, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- NeoVolta Inc. ( Nasdaq: NEOV ) ( ""NeoVolta"" ) , a leading innovator in energy storage solutions, is excited to announce the execution of a non-binding letter of intent ( ""LOI"" ) with Expion360 Inc. ( Nasdaq: XPON ) ( ""Expion360"" ) , a renowned ..."
"Down 23% With a 6.7% Yield, Is This High Dividend Stock Too Cheap to Ignore, and Worth Buying in December?",20241211T134500,"It has been a rough year for the commodity chemical giant Dow ( NYSE: DOW ) . The stock is down about 23% year to date at the time of this writing -- and 13% in just the past month. In November, Dow was kicked out of the Dow Jones Industrial Average and replaced by Sherwin-Williams."
Billionaire Investor Ray Dalio Prefers 'Hard Money Like Gold And Bitcoin' For These 5 Reasons,20241211T134232,"Ray Dalio, founder of Bridgewater Associates, opined that he prefers to stay away from debt assets amid high debt concerns, preferring to allocate to gold and Bitcoin BTC/USD. What Happened: The billionaire investor expressed concerns about rising global debt levels, particularly in major ..."
How To Earn $500 A Month From Nordson Stock Ahead Of Q4 Earnings - Nordson  ( NASDAQ:NDSN ) ,20241211T134144,"Nordson Corporation NDSN will release earnings for its fourth quarter, after the closing bell on Wednesday, Dec. 11. Analysts expect the Westlake, Ohio-based company to report quarterly earnings at $2.59 per share - up from $2.46 per share in the year-ago period."
Daktronics Comments on Presentation and Public Statements from Alta Fox,20241211T134000,Highlights Alta Fox's Self-Serving Campaign to Pressure the Daktronics Board into Taking Actions that Would Favor Alta Fox as a Creditor Highlights Alta Fox's Self-Serving Campaign to Pressure the Daktronics Board into Taking Actions that Would Favor Alta Fox as a Creditor ...
AITX's RAD-I and RAD-R Announce Major Tech Launches in Q4 FY 2025,20241211T134000,Company Shares a Peek Under Its RAD Christmas Tree ...
"The Rizzler Teams up with Toy and Entertainment Brand MGA Entertainment for ""MGA Presents: Diss-mas,"" an Anthem About What Kids Really Want for the Holidays",20241211T133843,"LOS ANGELES, Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- MGA Entertainment ( MGA ) , one of the largest privately held toy and entertainment companies in the world, is shaking up traditional holiday shopping with ""MGA Presents: Diss-mas, "" a bold holiday diss track, featuring TikTok-viral sensation The ..."
"This D.R. Horton Analyst Is No Longer Bullish; Here Are Top 5 Downgrades For Wednesday - D.R. Horton  ( NYSE:DHI ) , C3.ai  ( NYSE:AI ) ",20241211T133524,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Truist Securities analyst Jake Bartlett downgraded Dave & Buster's Entertainment, Inc."
Four Leaf Acquisition Corporation Announces Receipt of Notice from Nasdaq Regarding Late Filing of Quarterly Report on Form 10-Q,20241211T133500,"LOS ALTOS, Calif., Dec. 11, 2024 ( GLOBE NEWSWIRE ) -- Four Leaf Acquisition Corporation ( NASDAQ: FORL ) , today announced that on November 21, 2024, it received a notice from The Nasdaq Stock Market LLC ( ""Nasdaq"" ) stating that because the Company has not yet filed its quarterly report on ..."
"Macy's Lowers Annual Profit Forecast Amid Accounting Misstep, Stock Tumbles - Macy's  ( NYSE:M ) ",20241211T133224,"On Wednesday, Macy's Inc M reported third-quarter sales of $4.74 billion, beating the consensus of $4.72 billion. Macy's net sales decreased 2.4%, with comparable sales down 2.4% on an owned basis and down 1.3% on an owned-plus-licensed-plus-marketplace basis."
P/E Ratio Insights for Trimble - Trimble  ( NASDAQ:TRMB ) ,20241211T133044,"In the current market session, Trimble Inc. TRMB stock price is at $74.00, after a 0.16% drop. However, over the past month, the company's stock spiked by 2.08%, and in the past year, by 43.14%."
Aprea Therapeutics Announces Twice Daily  ( BID )  Dosing of Patients in ABOYA-119 Clinical Trial of ATRN-119 to Potentially Optimize Clinical Outcomes and Strengthen Clinical Path Forward,20241211T133000,"Twice daily ( BID ) dosing regimen expected to maximize clinical benefit for patients by optimizing the activity of Aprea's experimental drug, ATRN-119, over a 24-hour daily cycle ..."
